,index,tweet,tweet_text,clean_tweet
1154,428,Why coronavirus will force central bankers to give the economy a shot in the arm by cutting rates | CBC News https://t.co/xlc1Mro6SS,Why coronavirus will force central bankers to give the economy a shot in the arm by cutting rates | CBC News ,Why coronavirus will force central banker to give the economy shot in the arm by cut rate CBC News
1155,1120,"RT @shamukemo: Why did you retweet this @seanchucalgary? It’s factually incorrect, inflamintory, &amp; racist. #coronavirus has nothing to do w…","Why did you retweet this @seanchucalgary? It’s factually incorrect, inflamintory, &amp; racist. #coronavirus has nothing to do w",Why do you retweet this seanchucalgary It factually incorrect inflamintory amp racist coronavirus have nothing to do
1156,660,RT @epaultaylor: Why soap and water is such a brutally effective #coronavirus killer: You’re not just washing viruses down the drain. Soap…,Why soap and water is such a brutally effective #coronavirus killer: You’re not just washing viruses down the drain. Soap,Why soap and water be such brutally effective coronavirus killer You re not just wash virus down the drain Soap
1157,154,"RT @CBCTheNational: Why some Chinese families in Canada are choosing to self-quarantine from the coronavirus, even though they weren’t anyw…","Why some Chinese families in Canada are choosing to self-quarantine from the coronavirus, even though they weren’t anyw",Why some Chinese family in Canada be choose to from the coronavirus even though they weren anyw
1158,579,"RT @RogueNotary: Will be interesting to see, once the coronavirus pandemic is over, which policies we adopted to mitigate risk stick with u…","Will be interesting to see, once the coronavirus pandemic is over, which policies we adopted to mitigate risk stick with u",Will be interest to see once the coronavirus pandemic be over which policy we adopt to mitigate risk stick with
1159,69,Will travel insurance cover coronavirus? Experts break down why and why not. Story from #RSJalum @embensad   https://t.co/TizDoJ6KP4,Will travel insurance cover coronavirus? Experts break down why and why not. Story from #RSJalum @embensad   ,Will travel insurance cover coronavirus Experts break down why and why not Story from RSJalum embensad
1160,1335,"Dr. Williams says unlike SARS, #coronavirus isn’t widely in the public yet. So there isn’t a need to increase cleaning in schools yet.","Dr. Williams says unlike SARS, #coronavirus isn’t widely in the public yet. So there isn’t a need to increase cleaning in schools yet",Williams say unlike SARS coronavirus isn widely in the public yet So there isn need to increase cleaning in school yet
1161,689,"RT @TorontoStar: With 15 positive cases of the novel coronavirus in Ontario, here's a guide to self-quarantining in your home.  
https://t.…","With 15 positive cases of the novel coronavirus in Ontario, here's a guide to self-quarantining in your home.  
",With 15 positive case of the novel coronavirus in Ontario here is guide to in your home
1162,606,"RT @picardonhealth: With #coronavirus cases approaching 10,000 and deaths jumping four-fold overnight, all of Italy placed under lockdown.…","With #coronavirus cases approaching 10,000 and deaths jumping four-fold overnight, all of Italy placed under lockdown",With coronavirus case approach and death jumping overnight all of Italy place under lockdown
1163,922,"RT @Lupusreference: With #coronavirus most meetings are canceled but we can still share knowledge using #twitter .
 Here is my lecture ️…","With #coronavirus most meetings are canceled but we can still share knowledge using #twitter .
 Here is my lecture",With coronavirus most meeting be cancel but we can still share knowledge use twitter Here be my lecture
1164,662,"RT @JoyAnnReid: With coronavirus we are discovering in real time what happens when an American president who has ""deconstructed the adminis…","With coronavirus we are discovering in real time what happens when an American president who has ""deconstructed the adminis",With coronavirus we be discover in real time what happens when an American president who have deconstruct the adminis
1165,1067,"RT @GetBAC: With fears mounting around coronavirus, it's a good time to remind ourselves of this musical hand-washing guide https://t.co/hK…","With fears mounting around coronavirus, it's a good time to remind ourselves of this musical hand-washing guide ",With fear mount around coronavirus it is good time to remind ourselves of this musical guide
1166,845,RT @CBCAlerts: World Health Organization declares coronavirus outbreak a pandemic. 'We have rung the alarm bell loud and clear.',World Health Organization declares coronavirus outbreak a pandemic. 'We have rung the alarm bell loud and clear,World Health Organization declares coronavirus outbreak pandemic have rung the alarm bell loud and clear
1167,897,"RT @Sid_Seixeiro: World Health Organization on Coronavirus. January 3rd, 2020: “We do not recommend any specific measures for travellers.”…","World Health Organization on Coronavirus. January 3rd, 2020: “We do not recommend any specific measures for travellers",World Health Organization on Coronavirus January 3rd 2020 We do not recommend any specific measure for traveller
1168,910,Worried About the Coronavirus? Here are 10 Things We Are Doing to Protect Our Family https://t.co/zNQk4VMtCU via @becomeproof,Worried About the Coronavirus? Here are 10 Things We Are Doing to Protect Our Family  via @becomeproof,Worried About the Coronavirus Here be 10 Things We Are Doing to Protect Our Family via becomeproof
1169,1063,"Worth reading. Right from #COVID19 plagued Italy. Things are bad. Read all three pages. Healthcare overtaxed, younger and younger patients coming in. Not just a flu. https://t.co/irW7k9UVxA","Worth reading. Right from #COVID19 plagued Italy. Things are bad. Read all three pages. Healthcare overtaxed, younger and younger patients coming in. Not just a flu. ",Worth reading Right from COVID19 plague Italy Things be bad Read all three page Healthcare overtaxed young and young patient come in Not just flu
1170,1332,RT @ianhanomansing: Worthwhile reminder from doctor answering questions about newly confirmed- and now fourth - Cdn novel #coronavirus case…,Worthwhile reminder from doctor answering questions about newly confirmed- and now fourth - Cdn novel #coronavirus case,Worthwhile reminder from doctor answer question about newly and now fourth Cdn novel coronavirus case
1171,1204,"RT @LaurelCoons: Wuhan #Coronavirus:

裂Scientists are unraveling 2019-nCoV with unprecedented speed and openness

裂Uses the same cell entry…","Wuhan #Coronavirus:

裂Scientists are unraveling 2019-nCoV with unprecedented speed and openness

裂Uses the same cell entry",Wuhan Coronavirus 裂Scientists be unravel with unprecedented speed and openness 裂Uses the same cell entry
1172,27,"RT @BNODesk: Wuhan Mayor says more than 2,200 suspected coronavirus patients are currently in hospital. This is in addition to the 618 conf…","Wuhan Mayor says more than 2,200 suspected coronavirus patients are currently in hospital. This is in addition to the 618 conf",Wuhan Mayor say more than suspect coronavirus patient be currently in hospital This be in addition to the 618 conf
1173,1176,"RT @alvinllum: Wuhan is already an infected area of new #coronavirus and people should avoid going there, said HKU microbiologist Yuen Kwok…","Wuhan is already an infected area of new #coronavirus and people should avoid going there, said HKU microbiologist Yuen Kwok",Wuhan be already an infect area of new coronavirus and people should avoid go there say HKU microbiologist Yuen Kwok
1174,1133,"RT @DrJacobsRad: ""Wuhan coronavirus: 75k infected, doubling every 6.4 days.""

The mathematical model by the Lancet carries two key messages…","""Wuhan coronavirus: 75k infected, doubling every 6.4 days.""

The mathematical model by the Lancet carries two key messages",Wuhan coronavirus 75k infect double every day The mathematical model by the Lancet carry two key message
1175,1134,RT @HuXijin_GT: Wuhan's first hospital built specially for receiving coronavirus patients completed on Sunday after 10 days of speedy const…,Wuhan's first hospital built specially for receiving coronavirus patients completed on Sunday after 10 days of speedy const,Wuhan is first hospital built specially for receive coronavirus patient complete on Sunday after 10 day of speedy const
1176,1193,"RT @PDChina: #Wuhan, the hardest-hit city of the novel #coronavirus outbreak in central China, has planned to transform 24 general hospital…","#Wuhan, the hardest-hit city of the novel #coronavirus outbreak in central China, has planned to transform 24 general hospital",Wuhan the city of the novel coronavirus outbreak in central China have plan to transform 24 general hospital
